# ANNOTATIONS
uid,text,annotation_type,start_offset,end_offset,color,source,confidence
,8506c8d3-ec89-4a11-bdea-7bcb4716cfc7,c3090f2d-1b9d-4829-90ab-b376cd58ac91,amod
,9aed946b-1312-4be1-b31d-26b2c60d7e22,a13407e6-30de-4f37-8ba7-222aac52f69a,xcomp
,0421db27-89e6-4863-895e-cb8c907d5b77,fd924e89-606c-47e2-b09f-b189fda00c8c,case
,ce07af23-b741-4d37-8a31-30b276fa4a6d,292c29c1-b9e8-49f4-b73d-ea4757592586,nmod
,af8bca1a-8562-43b3-8e01-98628fdeb9eb,60d7f3ec-729b-432d-a42b-a182971cf312,nmod
,0849a4e0-4bf3-49e4-b4f9-24e57ad45468,7a7457a1-44b1-4cf0-a3bd-184fd4f3f1f6,nmod
,61728724-918e-4193-931a-daede77433ec,2ad52f8f-50d3-41c0-8802-2e90eddc52c3,cc
,da29bbcc-2949-4b38-bc73-78dede4857e6,2e68a162-0039-447a-9064-0364c1c80499,case
,59b75b55-a2aa-49ce-aa9a-6ea1561c79ea,7a7457a1-44b1-4cf0-a3bd-184fd4f3f1f6,nsubjpass
,00f250f1-7ea1-48af-90ae-eca89512b92a,6801d257-137b-4202-aebe-06441a2bc4c0,punct
,58567642-7fc1-46bb-9daf-593e942c3a9c,dc30f9f6-e22c-4ab2-9dbe-d962651e9891,cc
,bfb73b7d-effb-43c3-8a40-5093e77505c9,89c0ec3b-a200-47c2-bfdb-569894196670,punct
,1c1814db-c984-46db-a15e-e039a08ab78d,2ad52f8f-50d3-41c0-8802-2e90eddc52c3,conj
,e089165c-5749-4dab-8277-c7fc3a59cd8e,a7806ff0-6e4d-4ef5-8a11-62ae55379be2,punct
,e1309c9b-233e-4fe0-8b4d-0531479f563d,af8bca1a-8562-43b3-8e01-98628fdeb9eb,nmod
,63f3df8d-20aa-4678-b6ef-8967085939d9,95bf62be-6d3a-4141-b771-f564d9baf7f5,case
,05f0e1df-f5f9-456e-9998-0a5dc7ac62c1,8848d0ee-94f5-4b09-a6f8-60b02181076a,amod
,86bf2f52-acc7-4e20-afc8-a8d12568c80f,45017d61-19b6-4dc5-9096-dffb73a4fb03,mark
,b9fdb65f-fc95-43a4-9a86-82ab3f018f14,a10a08c5-93c6-48c9-81d9-21c159b19704,case
,fee8940a-5448-4900-97e7-94930d82a75c,2aa9c947-9cbc-499e-b768-26796a82804d,case
,8c0336ed-c757-48fd-9550-a530aab13114,292c29c1-b9e8-49f4-b73d-ea4757592586,punct
,58410036-638e-46da-aec9-a47afeee85d0,9f1c5612-3795-4991-b466-a6cd24ea98c7,punct
,24071393-2ca8-49be-91f4-989696114d75,afd26f4f-0768-4c71-ad55-860c10fefe2b,compound
,9895833f-db4b-4ffd-9b38-7aa6cf87ecdd,60d7f3ec-729b-432d-a42b-a182971cf312,advmod
,77b2ee3f-18de-43fd-9df4-8f9f4979e44c,0d2dc45c-9542-4c1f-a643-183c58580520,nsubj
,9628bef5-0348-4a03-9bd7-72fd134bfdd8,45be6922-6c42-4e26-ac24-3b3a0fef6104,amod
,8bcdd064-9e70-442e-8ab2-ee5e16f01c80,af8bca1a-8562-43b3-8e01-98628fdeb9eb,det
,84007ef9-2648-4e27-9cc3-95bbc61e5479,6801d257-137b-4202-aebe-06441a2bc4c0,punct
,ddba8bad-4c13-4dbc-aec6-f0ea0419ed40,11c2433e-beab-44e3-b6f8-fb6493bb6b0a,amod
,c9e7fab8-ce86-4c74-a1f7-de1c28211411,1247a8c4-98c7-4849-a9bf-f10a66ca92e8,dep
,c98d0b66-0b78-4633-a4d6-50fe641efe56,2ad52f8f-50d3-41c0-8802-2e90eddc52c3,nsubj
,9d42d44a-3e5c-4182-95dd-d88dd99157a8,16081f8f-d5fa-4d22-806f-07655d41a4df,compound
,cee39e94-b32f-44f7-b123-71ad5195d3b1,9895833f-db4b-4ffd-9b38-7aa6cf87ecdd,nmod
,c3281b6a-9c76-435a-a4f6-d5e5c45cabbc,e209b7f3-c41b-4eb6-b302-15710dfd7a91,punct
,fc2295bb-e2cc-4648-bdc4-edeb41333ba2,5f5f81e9-e509-49f1-8cc3-af89ceede29e,case
,73fd46af-8e0a-45bf-8150-3ca91b0f2098,292c29c1-b9e8-49f4-b73d-ea4757592586,punct
,f85bd6af-cce1-499b-88e5-057c9c93d50f,d6b8aef4-5bee-4d6e-b34a-ad89f18a8392,cc
,67dd1d67-0571-498c-aba8-15cda2ca9621,76e15e6b-2ad5-494b-87c0-c272214915ca,compound
,105b9031-6c42-4dba-96c6-2b7f006df7ef,77814b44-ba93-4b03-93ca-a061e6e956b0,amod
,5cff15e9-c804-42c2-a48f-00749e8e00fa,4b6ac7c9-5d65-4629-8463-db5a75e59ef6,case
,1df7b6da-910d-466a-8bfc-330cb24cdd7a,8b10548e-1175-4dd5-ac85-b917531f9b0c,conj
,a3b8f3c5-8e1a-45ab-a1ed-e08f35f96340,ff279b8a-65ad-456d-bc07-69d6a081a895,det
,e2b60c80-7c23-4286-9118-23afefb7bd13,b2a62fe0-5adb-46e4-9151-e037372ee8b4,det
,8b10548e-1175-4dd5-ac85-b917531f9b0c,ee988e2b-6040-46e8-aafe-ad40b71c1a7f,dobj
,79f79140-df70-460f-9402-4bce83c88dce,ce07af23-b741-4d37-8a31-30b276fa4a6d,case
,94238df9-5fc0-4059-88df-4da72d421abf,c3090f2d-1b9d-4829-90ab-b376cd58ac91,cc
,2e144dab-a2df-471b-bd4c-1c029e5d967a,e7ecc184-0e27-48fc-9038-da252261a630,cc
,b38e660f-ea18-43d3-8052-3c83a49d0433,3873bd47-acbb-4181-855a-b8a6d3d9e8d0,case
,f1d4c20e-ed9b-4a02-86c8-16143c94bc4c,dc30f9f6-e22c-4ab2-9dbe-d962651e9891,amod
,455f717e-acd7-4154-ac3e-57b903f1ed42,2ad52f8f-50d3-41c0-8802-2e90eddc52c3,punct
,26ffadfc-b4ab-4e6a-ba7d-9304f0cdb85d,c98d0b66-0b78-4633-a4d6-50fe641efe56,nmod
,17c853ff-0ba7-460f-9a68-844ba7765c58,08ba8022-ba1f-4af6-9657-072c7c05a08a,nmod
,b227d645-c39b-43d6-8210-5970c4f267d1,bb603444-7d78-4f91-9dbd-3683a362c155,auxpass
,5887cac4-21c9-4b94-a262-4c3a060c51e4,2aa9c947-9cbc-499e-b768-26796a82804d,nummod
,2563777c-dd54-419d-8bae-63daddc90bb8,698e0242-e8de-4a3a-a602-498ae039d00d,dobj
,1ab5ea79-a957-4eb5-8ce7-d4ae57c96df6,85a2a4c2-ebb3-4e64-aa80-9d15056971a8,punct
,21f37e38-8cf4-4741-a695-f5e9fab3d2c7,bd5f260c-aa05-4bc4-8087-3897c9adc664,case
,3bfe3750-9ea5-4a14-a48d-3ed94c1cf16a,2ad52f8f-50d3-41c0-8802-2e90eddc52c3,nmod
,9cd0146a-8226-4709-a12b-9e5d72407a83,dc30f9f6-e22c-4ab2-9dbe-d962651e9891,conj
,763b860e-5111-4f49-81fd-e2cdac3e3c7b,4d353113-d125-4ad6-b28c-21040b45c649,advmod
,d233c5c7-846f-4b89-b84f-daa0cd453b75,3bfe3750-9ea5-4a14-a48d-3ed94c1cf16a,cc
,95bf62be-6d3a-4141-b771-f564d9baf7f5,2f512d03-62aa-48e6-8911-4dd1b0ce03a7,nmod
,940eee61-119f-4541-a601-9ce4e0687881,c3090f2d-1b9d-4829-90ab-b376cd58ac91,punct
,0f952eda-ce6f-4f41-ae49-208deb386df3,a37064ee-db6a-4623-bc8d-a779e74d70da,amod
,1ba12067-0f5d-4cb4-a03a-73af3bb8aa57,afd26f4f-0768-4c71-ad55-860c10fefe2b,case
,65dd8d2f-9e7d-4857-97b8-04207f913cfc,a37064ee-db6a-4623-bc8d-a779e74d70da,det
,a38e46f6-c35b-4ff4-a640-8d23e4725bb2,d0739514-5979-4d0a-a99d-52da534351ed,acl:relcl
,b9d300ad-f608-4cb9-8a9e-dbcdac18479b,809951b5-2199-49e5-865d-8136de10db96,nmod
,e69cb878-bf3e-4e26-9da8-0cb6106875f9,89c0ec3b-a200-47c2-bfdb-569894196670,dep
,8a3fc6aa-8c34-489f-8b56-0072801af034,14ee1a61-7ec9-4e2d-8f7e-891dd605ec2a,nmod
,78bfd1dd-ad13-47fe-926b-7a418974a81c,92324c70-303c-4f9d-adff-cc28a3c7d2e1,amod
,27061dee-4df5-4980-8cd5-820ec0a94abb,a37064ee-db6a-4623-bc8d-a779e74d70da,case
,ad415d8e-c2a9-45f2-8f41-8aec8ad3a908,a9f057b5-796b-442f-927e-0a1d77699162,advmod
,ee988e2b-6040-46e8-aafe-ad40b71c1a7f,2563777c-dd54-419d-8bae-63daddc90bb8,acl
,9ccc10e8-a55f-4f6e-af7a-6905c1cd7c72,3873bd47-acbb-4181-855a-b8a6d3d9e8d0,amod
,d1d6bcc8-4d98-4e87-bac7-71a4b4fcf558,c98d0b66-0b78-4633-a4d6-50fe641efe56,punct
,d3bb8e81-25b4-404e-ba1e-cafdce144a3b,08ba8022-ba1f-4af6-9657-072c7c05a08a,case
,4c7eb6fb-4cfb-4ceb-aee5-05ada7fe9e2c,60d7f3ec-729b-432d-a42b-a182971cf312,advmod
,77814b44-ba93-4b03-93ca-a061e6e956b0,c3090f2d-1b9d-4829-90ab-b376cd58ac91,conj
,8c4e3834-b8c3-4405-9edc-b6a23745b551,8848d0ee-94f5-4b09-a6f8-60b02181076a,det
,1068f377-04a0-4dd4-9400-c7a4f5e39e4b,212851c0-bc2d-4bcc-998f-1062fc2a4911,amod
,0a2b8a20-65e5-4365-a23c-419ae341fdae,fc52629c-7ddd-41f2-b7d2-4cbcf26b6974,dobj
,216da549-15cf-4e7a-98b3-31ca548d94a6,2510cbcd-f89a-4de1-85b6-691cf42dcb26,amod
,5f153da9-fed6-494f-848b-f23a0b5d029b,c3090f2d-1b9d-4829-90ab-b376cd58ac91,punct
,b3dd9091-8a6d-4149-a2ff-1e34d113276b,b2a62fe0-5adb-46e4-9151-e037372ee8b4,case
,cb36720e-dcb4-4ef6-8c9b-7508f308e54c,2ad52f8f-50d3-41c0-8802-2e90eddc52c3,dep
,1c3cce9c-8eb2-4d37-9068-3366dd713788,fbb8292b-fb89-4963-a5f9-38cc93e050dc,case
,c218e757-36f1-4e21-864a-23fcedd91759,fa77cf94-0b0d-4a2e-bc6d-e1ebad898265,punct
,441bafcb-4c65-49c8-b79d-1328d3500a2a,3bfe3750-9ea5-4a14-a48d-3ed94c1cf16a,case
,1debae7c-74c1-41fc-93eb-2ba29421724a,2aa9c947-9cbc-499e-b768-26796a82804d,compound
,bb7a6934-f6a3-4e6b-902a-21d6d79d1d9a,072f2a6d-fd07-4857-bc57-26a4d779c575,det
,9efbfcbd-dbe3-493a-8596-44b357c1ef0a,7a7457a1-44b1-4cf0-a3bd-184fd4f3f1f6,auxpass
,7438b2e7-6b35-4d5f-a546-ba9f06eacbdd,fef471e8-ada7-4ac4-82f2-ad09e57b2e3f,case
,881595fa-e65c-4f7a-b0c0-0765b998684a,fbb04ace-e473-4619-9fd4-2b5fd9f1409c,dobj
,212851c0-bc2d-4bcc-998f-1062fc2a4911,292c29c1-b9e8-49f4-b73d-ea4757592586,nsubj
,afd26f4f-0768-4c71-ad55-860c10fefe2b,f05344eb-5455-4c67-a51a-d27482d2d7f7,nmod
,ff279b8a-65ad-456d-bc07-69d6a081a895,89c0ec3b-a200-47c2-bfdb-569894196670,nsubj
,0309be27-98a1-47c2-8980-0e210cabcaa6,c98d0b66-0b78-4633-a4d6-50fe641efe56,cc
,cfc6504e-ac87-4fdf-a62f-ca0e32d27995,6af6e694-3e7e-417a-95e9-ce8096814e0b,appos
,2198466a-4b7f-4ceb-b764-0c207d0ef06e,d9ad5b50-a66f-4901-bf09-a417c9856961,punct
,86e48f8d-c56f-4110-a916-91b9ae0284c9,d0739514-5979-4d0a-a99d-52da534351ed,amod
,2c3c64f9-ff1a-4f2b-96a6-2e3129c3a7f5,698e0242-e8de-4a3a-a602-498ae039d00d,nsubj
,c8c228ed-e850-4e1c-8a9d-f6d5b3b53af3,bb603444-7d78-4f91-9dbd-3683a362c155,punct
,d2195d0a-897d-43b3-adf8-56cccb4151b6,3853b819-68da-462b-ac5d-e220a8096755,nmod
,5f5f81e9-e509-49f1-8cc3-af89ceede29e,fbb04ace-e473-4619-9fd4-2b5fd9f1409c,nmod
,dcef4d20-3c71-4256-9f40-a402dc093113,b22f300c-5b3c-4bb8-8633-76f2e76e5975,punct
,809951b5-2199-49e5-865d-8136de10db96,60d7f3ec-729b-432d-a42b-a182971cf312,nsubj
,ef1eddb3-cc34-47e8-a744-282473cfdcea,45017d61-19b6-4dc5-9096-dffb73a4fb03,dobj
,accc33d9-ced9-47d8-bef8-d398d3ccbd06,1108f542-dea9-43c9-b07d-a3be2596e0e4,advcl
,8932c757-4d5e-4677-9133-a861c25f1141,e209b7f3-c41b-4eb6-b302-15710dfd7a91,nsubj
,d58039a6-0d2e-4a24-8698-4ec5d22e9ec9,90aafc16-4a53-44de-804e-6e2af79beae3,case
,741524be-5377-4260-b966-753ab2e775a1,afd26f4f-0768-4c71-ad55-860c10fefe2b,amod
,ad93aeef-bef9-4368-8f29-54a629b50437,2e68a162-0039-447a-9064-0364c1c80499,acl
,b10dc370-4d92-4344-b04a-d639309e2b2b,6af6e694-3e7e-417a-95e9-ce8096814e0b,appos
,474acae3-ecc1-4176-87d8-b8602e44bec9,cee39e94-b32f-44f7-b123-71ad5195d3b1,nmod
,3e6497e1-8d03-44d0-912c-43483e62c066,c98d0b66-0b78-4633-a4d6-50fe641efe56,appos
,951a5eed-352a-4cc9-a87a-bb7833c419c4,9e1883da-1862-428f-9d91-8c493b75804c,case
,beddee54-c6c0-42eb-bf48-079facd74f97,d2bc7d89-311b-4966-9c36-b6993591c8f3,cc
,efcf3aac-9a16-463e-a048-d6cd216cef59,dc1f779e-173f-46bc-84cf-57d1f8c99e58,case
,0d2dc45c-9542-4c1f-a643-183c58580520,8932c757-4d5e-4677-9133-a861c25f1141,acl:relcl
,9958cb90-5b6c-4095-9b3c-4e5818b618d1,dc30f9f6-e22c-4ab2-9dbe-d962651e9891,dep
,a1c96cb7-dddd-433d-ad8b-bff3a3d6ed47,d6b8aef4-5bee-4d6e-b34a-ad89f18a8392,det
,f5b55d51-bf24-4b27-9a34-fa0cea7ba913,b9d300ad-f608-4cb9-8a9e-dbcdac18479b,case
,f73b26e2-290d-4620-ab58-dd1ce5568a9f,d3a3b612-fa35-448b-a4b2-ada0a54cffe7,case
,1cc60343-f92c-4522-8d93-5709cbf665e3,0849a4e0-4bf3-49e4-b4f9-24e57ad45468,det
,d3a3b612-fa35-448b-a4b2-ada0a54cffe7,d6b8aef4-5bee-4d6e-b34a-ad89f18a8392,nmod
,a0949e6a-3179-4601-9f96-e6f89cd68200,eac73d07-2239-457d-996c-ecef5a895b7d,cc
,4b6ac7c9-5d65-4629-8463-db5a75e59ef6,9e1883da-1862-428f-9d91-8c493b75804c,nmod
,90aafc16-4a53-44de-804e-6e2af79beae3,de7c1343-758d-4489-af4f-694ec22f2534,nmod
,69a50b92-2bb3-45d0-acbf-97e3d8b197cd,8b10548e-1175-4dd5-ac85-b917531f9b0c,cc
,7f206cb0-efd3-4309-88c9-d3f62a86c1fc,1247a8c4-98c7-4849-a9bf-f10a66ca92e8,punct
,5cdb15ba-8b51-4ab0-a29b-12b61095aeea,e209b7f3-c41b-4eb6-b302-15710dfd7a91,advcl
,2e68a162-0039-447a-9064-0364c1c80499,513b8f52-9e4e-47f7-897f-2d94ab5d0310,nmod
,e7ecc184-0e27-48fc-9038-da252261a630,6801d257-137b-4202-aebe-06441a2bc4c0,nmod
,e80ad055-f49c-440e-b8be-7fd0d7b21828,8504c616-5730-4ab0-84b1-18f7284cabd1,det
,f7d4ce72-0cbf-459a-9a87-9edd08fa3f34,3d173a07-74e3-4be2-a96a-a6ae3efa4e25,case
,e595c50f-d96c-4391-b1b1-503210ac8d21,1108f542-dea9-43c9-b07d-a3be2596e0e4,punct
,de7c1343-758d-4489-af4f-694ec22f2534,accc33d9-ced9-47d8-bef8-d398d3ccbd06,nsubj
,48c472fd-cf03-4478-b0f5-586a94b21822,3d173a07-74e3-4be2-a96a-a6ae3efa4e25,compound
,da9e17be-acfc-448f-92f6-744108422d24,14ee1a61-7ec9-4e2d-8f7e-891dd605ec2a,punct
,dffb63b3-19c0-4f89-97ae-27b537ccfe8c,ca9142c1-0fe2-42c2-893b-d37404afbd81,case
,67ed146e-aee4-4581-a84a-198104a8538f,bc86eafe-fac3-4304-9985-c3de6c3de815,case
,b95cbd3e-6891-491f-a51e-d3f26bdcc2e2,dc30f9f6-e22c-4ab2-9dbe-d962651e9891,punct
,dc1f779e-173f-46bc-84cf-57d1f8c99e58,2510cbcd-f89a-4de1-85b6-691cf42dcb26,nmod
,7a7457a1-44b1-4cf0-a3bd-184fd4f3f1f6,ff279b8a-65ad-456d-bc07-69d6a081a895,ccomp
,fd924e89-606c-47e2-b09f-b189fda00c8c,32b1eb43-fff3-4278-8591-2265ddfa570a,nmod
,4c305f0d-48b5-4257-83f1-b8b0412c9e03,a38e46f6-c35b-4ff4-a640-8d23e4725bb2,nsubjpass
,3f765992-2a73-4dbe-9e5d-45bf1d5f7b30,1108f542-dea9-43c9-b07d-a3be2596e0e4,dep
,52e11f96-f52c-47a7-82a5-3b2986aa8421,e7ecc184-0e27-48fc-9038-da252261a630,compound
,02b78c3c-b58b-426f-b7fb-e6bbbb7ea2fb,8b10548e-1175-4dd5-ac85-b917531f9b0c,punct
,fa77cf94-0b0d-4a2e-bc6d-e1ebad898265,1247a8c4-98c7-4849-a9bf-f10a66ca92e8,dep
,a561789d-351a-42fc-ae10-e365ba281b56,474acae3-ecc1-4176-87d8-b8602e44bec9,nmod
,ef3070e7-e229-4d5b-ac6b-dd37379fd90f,8504c616-5730-4ab0-84b1-18f7284cabd1,nmod
,22647847-e699-4872-8aab-270f6bd2928b,9e1883da-1862-428f-9d91-8c493b75804c,det
,fb14da48-99ba-48f3-be78-7d3b6acc96e5,a5ef67e2-b22b-4f6b-8085-50843142e87f,amod
,925b364d-fa5e-4347-9a6e-77623440c858,7a7457a1-44b1-4cf0-a3bd-184fd4f3f1f6,advmod
,d6b8aef4-5bee-4d6e-b34a-ad89f18a8392,a38e46f6-c35b-4ff4-a640-8d23e4725bb2,nmod
,1f70befa-dc93-4654-bc13-78bc872389c3,6af6e694-3e7e-417a-95e9-ce8096814e0b,punct
,968f27f6-2f11-4290-a617-07f6a090705a,3bfe3750-9ea5-4a14-a48d-3ed94c1cf16a,nmod
,d56f6f10-e223-4207-bb45-ec4c9ce00b04,dfa0aa42-1717-4f49-a954-93c669693716,nmod
,51aa192f-9b07-430b-9584-b5548e05352a,d2195d0a-897d-43b3-adf8-56cccb4151b6,amod
,bc86eafe-fac3-4304-9985-c3de6c3de815,9e1883da-1862-428f-9d91-8c493b75804c,nmod
,ed3363a5-1e27-43d0-9945-e5ade4fb8b19,71c17139-aa6c-4474-94c2-4f5035bbe136,nsubj
,4d353113-d125-4ad6-b28c-21040b45c649,fc52629c-7ddd-41f2-b7d2-4cbcf26b6974,advcl
,dd2531e0-760c-43fe-8fc6-d2e4b303726c,2f512d03-62aa-48e6-8911-4dd1b0ce03a7,det
,d4efabe3-3776-42fc-a807-8aee0069173a,3f765992-2a73-4dbe-9e5d-45bf1d5f7b30,punct
,5b61d550-7c56-46d7-83e6-b8f3b0cb1db1,2f7f1f08-99b2-4440-9e0b-56f1ad8ef2a9,case
,32c77bee-1904-4cf4-9d5d-fcafb55d93fd,8848d0ee-94f5-4b09-a6f8-60b02181076a,case
,2510cbcd-f89a-4de1-85b6-691cf42dcb26,c3090f2d-1b9d-4829-90ab-b376cd58ac91,conj
,b2a62fe0-5adb-46e4-9151-e037372ee8b4,fa19d245-6b9a-4a82-aefd-517a3c873a1b,nmod
,e64c639b-5e96-4e2d-bcac-5f919aff8e0a,cee39e94-b32f-44f7-b123-71ad5195d3b1,det
,33a40fa2-7c1c-4d4f-b978-5df5f12c6bee,212851c0-bc2d-4bcc-998f-1062fc2a4911,det
,c3090f2d-1b9d-4829-90ab-b376cd58ac91,14ee1a61-7ec9-4e2d-8f7e-891dd605ec2a,nmod
,465874bb-1db6-427b-83e5-d680179b1c98,cee39e94-b32f-44f7-b123-71ad5195d3b1,case
,6a2bd523-38b9-48e7-9c1c-d5460304ecf0,edfd0014-602f-478d-afb9-83ffaa95d1a4,punct
,7bc91a33-86d3-4be5-a5be-df000d340c35,5eb10430-be4b-42ce-8bd9-9e390b59bdb8,advmod
,b8172b61-d527-412c-b870-bc8ea79691b3,a561789d-351a-42fc-ae10-e365ba281b56,case
,df2b97dc-bd7b-4fe0-aacc-3cbfdc2dad6b,f1d4c20e-ed9b-4a02-86c8-16143c94bc4c,punct
,e37a39ac-be17-4bbe-9e76-5155abef50f1,76e15e6b-2ad5-494b-87c0-c272214915ca,amod
,1b221963-3e9c-4c34-b0f3-8ce5102a5d17,1108f542-dea9-43c9-b07d-a3be2596e0e4,nsubj
,7e89f50c-e433-445e-bdf4-7a8c173b829d,072f2a6d-fd07-4857-bc57-26a4d779c575,amod
,1e03ce6e-6844-463c-ae9c-e875ca0cda3c,17c853ff-0ba7-460f-9a68-844ba7765c58,case
,3e281123-d9fb-4681-9ac8-cc1514295c90,3947aadb-2ee6-4cbc-ab8a-bf972359588c,amod
,4491e8c3-887a-4470-b552-6a45f08c10ed,d5be65b1-b1f6-4576-8616-b68442f4dc91,mark
,a66a8f43-c372-46d6-b919-8679c679975d,dc30f9f6-e22c-4ab2-9dbe-d962651e9891,punct
,f7c218f1-15d0-4b76-8c53-a5459a22bca0,1c1814db-c984-46db-a15e-e039a08ab78d,cop
,ef38f5cb-e2bc-48a9-ab22-bcce57b99365,2ad52f8f-50d3-41c0-8802-2e90eddc52c3,punct
,072f2a6d-fd07-4857-bc57-26a4d779c575,764ea97c-1e22-4522-8dcb-932e1677c985,dobj
,555725ba-a9a6-4a42-ba7b-397f760164e1,ad831cc9-96cd-435c-82e7-ec515a68caaa,advmod
,ed4927b7-fac1-413f-be1f-a687935711a1,a5908095-ab8b-4e8e-bcac-9343e92b3c10,cc
,ea08446b-e2cb-42f8-abb9-a941ba8521f1,f3d3d05d-ed8b-42cb-9412-2b3288d87eae,punct
,af2f7513-ad67-40d1-8f96-b9f98d81839c,14da0675-9e82-4c1b-9c13-94af2cf2d2bc,case
,6d5599f5-f2a4-4030-b2c4-5b9c2dc18be7,0184284a-3d0c-4513-83c6-5e132f66faf6,case
,636b9d2f-1657-4b50-a2cf-b259078c452a,02a49a2a-dad2-4535-be65-8453b43eea5a,punct
,88ed3f19-640f-4ee7-aa32-85d266d49ea7,fb82e249-1194-4009-a312-2deea255d666,punct
,d6afb293-141d-40c8-9df0-d9ff49c148ae,6421f4db-3c5d-4367-b1cb-2219d127b4f5,punct
,cdbe3092-16c8-442a-a135-4dc4aa404381,c0d71127-f4f1-4a57-a658-74e742318e1e,nmod
,310081a4-bf2f-462f-bdfa-d1723d30e3da,453fcc59-dddc-4347-80c4-8e98ab26c8f1,punct
,a2623405-f364-4e91-a9d7-138e55e5938c,0c57861d-2dda-4508-ae75-41dc25a9668f,punct
,faded340-55a7-48fa-b029-3fdd57b2ba73,02a49a2a-dad2-4535-be65-8453b43eea5a,nmod
,5df392b2-4447-4336-a14d-53582eeb89b6,578c1e39-df10-4cd0-911e-f04d7b6a86d5,nmod
,86752a82-e116-4862-bb35-06f71776c66c,b4c36fcb-5994-4622-8ba4-16dce639114b,compound
,45d4ae56-009e-4aa7-b3dc-041b744bae89,3f4507f2-eaa9-4cc8-8b79-71c8e3a7f3bd,punct
,27b0cf70-42b3-42fd-be69-98e6e7f8f4c0,87ff5c32-a359-4888-a825-536cf6ebd0f3,case
,f3ee130f-d140-45a5-af02-b8655bc7c616,b2c7c2a9-27a3-4593-9728-b8c99319e74d,nmod
,11e60dae-22f4-4d13-bb66-b485d9221692,91c37833-058e-409b-90a6-042309d4eed2,det
,9666f805-7546-42e7-9dec-fedcc464863d,0dbf0ada-4c61-4430-bea5-ac3cd9ff66ab,case
,31950232-0cc6-4da6-bc56-d99f8ee0b359,ec54da7d-4f37-4d5b-a6d0-14acb73b26c2,nmod
,f3d6ed3e-f2b7-4678-b51a-e874a902525d,08031aea-be48-4506-be24-cde24855650d,compound
,8175d1ed-77bd-41aa-ad0e-210831b7442f,a9c88fd8-c8b3-4332-b74f-98046ff476c1,punct
,578c1e39-df10-4cd0-911e-f04d7b6a86d5,0409ce13-5745-4156-9dd6-9d84ea0ed6b4,nsubj
,e43ac7ed-d06b-4e9a-9973-33ca45d79b12,31950232-0cc6-4da6-bc56-d99f8ee0b359,case
,a4a375f9-ff6a-4b79-a218-bcc34fd057f2,0045aa7a-694d-4baf-bfdd-22b70df50a80,conj
,731e60c7-73ce-4f82-bfd2-4f0d59339f6d,060db851-256a-4cb9-b700-f832d1cbed77,nmod
,024eec51-96c2-4afd-9f43-15a0a9d5896c,2c3efa78-4b0b-4448-915d-89e9cb54ff3c,cc
,4e7a4515-1b50-4ab3-9f49-ff3b4979021a,731e60c7-73ce-4f82-bfd2-4f0d59339f6d,amod
,9c3b4789-6e65-4ae0-8b49-cc90f1124fc4,2f22eb1e-14b7-4eee-a85a-ef41820f4249,case
,1d7ade61-1fd9-4d71-a714-3c458c2b7e49,3ed79d3b-ce13-4a8b-8183-98a2256bdbd9,punct
,3b3063ef-3436-4b75-9b26-951f63810c5b,9d3d50c1-6dab-4705-a261-c4517c8edc40,det
,87f5905d-1f53-4373-af84-b0946fda146b,02a49a2a-dad2-4535-be65-8453b43eea5a,punct
,7cec34ca-7b77-4f83-bc16-b94b21d50e22,f04a3e68-0719-40a8-9ef9-a9c02ca36600,case
,a1450ef5-62ab-445c-8c40-960034fb9f96,c865fb8e-1a9b-4e82-8984-126f44027928,case
,0fda5201-5746-400c-8465-27c14ca63333,f10d76db-eb7a-43fc-af63-7b6cb32d5caa,amod
,6cbc3521-3150-4a3d-8986-c1e1bba0027d,ad831cc9-96cd-435c-82e7-ec515a68caaa,aux
,b70ff276-d15a-40b3-8ce9-f1ddbe73b64a,02a49a2a-dad2-4535-be65-8453b43eea5a,amod
,2e76df51-f43c-4cb6-858e-2ca3a0eca24f,3ed79d3b-ce13-4a8b-8183-98a2256bdbd9,advmod
,c4e93155-f5aa-4573-b3fb-08c38a5923ed,ad831cc9-96cd-435c-82e7-ec515a68caaa,ccomp
,3bed8033-9109-412d-b043-76afdbe6cf6f,a2e608c1-97a0-405c-9caa-95c8622b6487,nmod
,eaa1cd9f-c520-4349-beeb-47b804d959a5,7bc53964-c69b-436e-a2f3-42e7653b0ec5,nmod
,30e26759-56dd-4327-8ac3-17e671e4ca6c,97da94e6-7b0f-4c8d-b2ea-d93b39340ecb,compound
,673c242d-2af9-4728-94f3-ae7f70abf411,e808670d-e946-4645-ae51-1efe1f0b2bae,case
,dd377bc2-ed08-4450-83b5-5438f5ac5d07,0045aa7a-694d-4baf-bfdd-22b70df50a80,cc
,db3d6891-6455-4074-b27e-a1a4549a77f0,c8b01e40-9475-4d8b-a6d9-346ee9322c00,amod
,1a967ccf-53b0-4daa-8c18-8a3d04b8ef2e,a8a49bb1-b568-4c17-a2c3-9b1474ebb57e,advmod
,426447bb-099a-4501-a0e8-ef4a1db9d5a3,8685948e-0967-497d-8608-944ff9b4c2ab,case
,bed4f01d-5197-4e9b-9f9d-12275c19ad22,a5908095-ab8b-4e8e-bcac-9343e92b3c10,case
,b335f47f-0106-429d-bacd-26fe7b582998,c4e93155-f5aa-4573-b3fb-08c38a5923ed,dobj
